id,name,lastname,email,sex,longitude,latitude,rut,strength,dextery,knowledge,motivation,leadership
442,Jordon,Erridge,jerridgec9@irs.gov,Male,-73.3864494706988,-38.2198155176445,17391875-5,4,1,10,9,5
443,Eden,Gannicleff,egannicleffca@epa.gov,Female,-73.3142487024819,-38.2971628583198,17349915-9,6,4,8,1,6
444,Winifield,Orteau,worteaucb@netvibes.com,Male,-73.4356789365515,-38.2457871132669,17336647-7,2,2,1,9,8
445,Leora,Moffett,lmoffettcc@cnn.com,Female,-72.1144980638842,-37.3591750172937,17323868-1,5,8,9,3,7
446,Trista,Strettell,tstrettellcd@slate.com,Female,-72.4368396522397,-37.2281679961092,17292465-4,8,5,8,10,9
447,Web,Iacovolo,wiacovoloce@squarespace.com,Male,-72.4225550472196,-37.5016553798325,17286119-9,4,2,10,4,7
448,Libby,Rawe,lrawecf@fc2.com,Female,-71.1395470414051,-37.5131833291212,17219680-2,5,9,7,7,8
449,Torin,Breakwell,tbreakwellcg@geocities.jp,Male,-71.5253138221612,-37.3418867064261,17190314-9,10,8,9,2,9
450,Skippie,Phippen,sphippench@theglobeandmail.com,Male,-71.3517894430839,-37.3111915224359,17150786-3,3,2,7,7,2
451,Dorie,Kellie,dkellieci@icq.com,Female,-72.5096624205279,-37.0635443274989,17129844-k,6,6,1,10,3
452,Carlotta,Godwin,cgodwincj@mysql.com,Female,-72.3486761569023,-37.0484042489307,17114576-7,6,1,5,3,3
453,Bram,Evins,bevinsck@canalblog.com,Male,-72.4360062730782,-37.0858163307756,17085855-7,2,10,5,9,2
454,Hieronymus,Wheeldon,hwheeldoncl@example.com,Male,-72.5682334890692,-37.321687821828,17083229-9,8,1,9,10,8
455,Sofie,Polson,spolsoncm@skype.com,Female,-72.6549238819551,-37.2915011688978,17024365-k,5,3,3,6,10
456,Mathilda,Slocom,mslocomcn@elegantthemes.com,Female,-72.697193730762,-37.2739060785974,17020100-0,9,9,1,1,8
457,Coralie,Vickerstaff,cvickerstaffco@vistaprint.com,Female,-71.9321243378844,-37.8478538050839,17013289-0,2,4,7,4,2
458,Cassandry,Schmidt,cschmidtcp@virginia.edu,Female,-71.6736882368902,-37.9976143418371,17012307-7,2,2,7,5,4
459,Cordi,Holworth,cholworthcq@symantec.com,Female,-72.3072986738737,-37.6330124982974,17010927-9,9,2,5,10,6
460,Fair,Willeman,fwillemancr@photobucket.com,Male,-72.9259760862444,-37.506371257686,16916457-6,7,1,8,9,3
461,Daloris,Janaszewski,djanaszewskics@google.it,Female,-72.8589863141933,-37.5074574087855,16804367-8,2,3,5,1,2
462,Jacquette,Clewes,jclewesct@t.co,Female,-72.6294260521727,-37.5176511365094,16804234-5,10,9,6,8,3
463,Tiffanie,Hannent,thannentcu@nasa.gov,Female,-72.6256875998204,-37.5439526893235,16796998-4,1,7,1,9,2
464,Lucky,Bernardeschi,lbernardeschicv@answers.com,Female,-72.5636600957851,-37.5791380591446,16793102-2,3,10,1,1,4
465,Warner,Livingstone,wlivingstonecw@youku.com,Male,-72.6179176046472,-37.64850247961,16786616-6,8,1,3,2,5
466,Pooh,Mettricke,pmettrickecx@w3.org,Female,-71.5452561111097,-38.0587927905141,16767340-6,6,9,8,3,10
467,Lesya,Milbourne,lmilbournecy@issuu.com,Female,-71.5183111466078,-38.1002306037414,16754514-9,3,3,1,6,8
468,Locke,Pickavance,lpickavancecz@google.com.au,Male,-72.0943101357581,-37.7010017257605,16743152-6,4,8,6,10,10
469,Ora,Cato,ocatod0@craigslist.org,Female,-71.995514695766,-37.4999522772384,16729763-3,8,10,8,7,4
470,Larisa,MacAulay,lmacaulayd1@nytimes.com,Female,-72.0805546377799,-37.2529255360307,16716917-1,2,6,3,3,3
471,Shirley,Garnall,sgarnalld2@cafepress.com,Female,-71.6086769512553,-37.4615029461807,16664365-1,1,1,2,5,10
472,Laraine,Brugmann,lbrugmannd3@constantcontact.com,Female,-72.7171078960633,-37.1873103057396,16649252-1,7,4,7,1,3
473,Nicolea,Fernie,nfernied4@yolasite.com,Female,-72.7060979797985,-37.2003929684508,16594736-3,4,2,1,3,3
474,Francis,Frossell,ffrosselld5@qq.com,Male,-72.6784072077184,-37.1828481606648,16574621-k,6,2,7,5,9
475,Anastassia,Bougen,abougend6@auda.org.au,Female,-71.9123165831318,-37.6109574942615,16568320-k,4,1,2,6,8
476,Patty,Muddimer,pmuddimerd7@twitter.com,Male,-71.4579029133694,-37.5654897680719,16516561-6,1,5,1,1,10
477,Chanda,Gogarty,cgogartyd8@dailymotion.com,Female,-71.8029272340092,-37.6109592737224,16500008-0,9,7,9,10,2
478,Isabelle,Noon,inoond9@printfriendly.com,Female,-71.7602702727963,-37.1550674266792,16478739-7,10,8,8,1,6
479,Elberta,Haughan,ehaughanda@google.com.br,Female,-71.5418466695865,-37.1636865498371,16446085-1,1,2,1,5,1
480,Cassie,Chester,cchesterdb@si.edu,Female,-71.750938639638,-37.2002100720062,16280783-8,6,7,10,3,10
481,Siobhan,Sleeford,ssleeforddc@skype.com,Female,-72.5450086534242,-36.9645321831376,16252682-0,1,4,4,5,2
482,Maybelle,Paliser,mpaliserdd@ezinearticles.com,Female,-72.5245871656911,-37.1109774507821,16231193-k,3,5,1,8,1
483,Vonny,Abelovitz,vabelovitzde@g.co,Female,-72.69778855021,-37.0939917370916,16219903-k,3,2,3,5,6
484,Haydon,Winkworth,hwinkworthdf@woothemes.com,Male,-71.2263476457163,-37.7796997868773,16214358-1,1,10,10,3,7
485,Dinny,Scotchmor,dscotchmordg@jalbum.net,Female,-71.4736331040632,-37.881760157995,16198196-6,1,2,5,4,10
486,Evan,Cohani,ecohanidh@slideshare.net,Male,-71.5034644922531,-37.8436383453941,16128425-4,8,3,5,7,7
487,Efren,Petrosian,epetrosiandi@aol.com,Male,-72.6079652698085,-38.668748554754,16083659-8,10,4,10,5,5
488,Trey,Paolone,tpaolonedj@skype.com,Male,-72.5764906339534,-38.6912788569685,16073680-1,3,10,3,5,10
489,Stillmann,Surr,ssurrdk@networkadvertising.org,Male,-72.5960782104337,-38.5830347151137,16025121-2,10,5,3,6,6
490,Caryn,Daymond,cdaymonddl@wufoo.com,Female,-73.3755865476759,-38.6001854791783,15987609-8,4,8,9,9,10
491,Lambert,Maleby,lmalebydm@dropbox.com,Male,-73.3352033747125,-38.667106152422,15961505-7,10,1,8,5,1
492,Niki,Conybear,nconybeardn@webs.com,Female,-73.1355005670216,-38.6120490394987,15935568-3,2,7,5,8,4
493,Darrick,Sannes,dsannesdo@hugedomains.com,Male,-72.2950666497387,-39.0539261703578,15912982-9,9,10,9,6,10
494,Nedi,Shevelin,nshevelindp@epa.gov,Female,-72.174060091768,-38.908036000166,15909459-6,10,8,9,1,1
495,Zelig,Gebbie,zgebbiedq@livejournal.com,Male,-72.025526839003,-39.1331507989868,15857724-0,9,6,3,1,4
496,Lianne,Vasilechko,lvasilechkodr@wikia.com,Female,-71.6129309607517,-39.4025873163636,15821472-5,3,9,1,9,7
497,Brier,Erswell,berswellds@dailymotion.com,Female,-71.5146435423227,-39.0825631606373,15804510-9,1,10,7,1,3
498,Raymond,Dring,rdringdt@theglobeandmail.com,Male,-71.4180478214182,-39.2320824809066,15795412-1,2,8,8,2,3
499,Chen,MacQuaker,cmacquakerdu@oaic.gov.au,Male,-72.4763271598768,-38.9540771049215,15783483-5,8,4,3,10,9
500,Elisabetta,Boland,ebolanddv@soup.io,Female,-72.6763605340805,-38.8707678590432,15781087-1,8,3,4,1,3
501,Nilson,Luto,nlutodw@technorati.com,Male,-72.3333950876441,-38.9633026866532,15754802-6,10,1,10,9,10
502,Carter,Pietesch,cpieteschdx@netvibes.com,Male,-72.7039745313081,-38.392053995702,15751132-7,6,1,9,4,7
503,Garth,O'Brien,gobriendy@squarespace.com,Male,-72.7666494247819,-38.4053443056686,15714059-0,2,3,2,5,2
504,Staffard,Coolican,scoolicandz@meetup.com,Male,-72.8250739145953,-38.5129525682711,15652451-4,2,3,3,4,8
505,Verena,Rounding,vroundinge0@nps.gov,Female,-72.7324136852118,-39.254560979252,15559327-k,2,1,3,1,3
506,Garrick,Satterley,gsatterleye1@amazon.co.uk,Male,-72.5069110411272,-39.1688615111699,15518640-2,8,7,4,1,7
507,Marlee,Isaak,misaake2@ucla.edu,Female,-72.59761464724,-39.2275720474047,15506611-3,10,7,6,3,4
508,Thorsten,Gianullo,tgianulloe3@mapquest.com,Male,-72.4868436338469,-38.6106430250019,15482718-8,2,7,6,6,10
509,Dennison,Turfs,dturfse4@nsw.gov.au,Male,-72.4774271657067,-38.5126820983357,15453338-9,8,9,8,10,1
510,Mira,Grimsley,mgrimsleye5@ox.ac.uk,Female,-72.2684702901891,-38.5575586892511,15390474-k,5,3,3,9,2
511,Hubey,Eager,heagere6@businesswire.com,Male,-72.4234174776478,-39.2755544978814,15374450-5,5,10,7,1,2
512,Cos,Twizell,ctwizelle7@blogger.com,Male,-72.3653355869533,-39.2460793583001,15337046-k,6,2,3,5,9
513,Dunn,Peal,dpeale8@odnoklassniki.ru,Male,-72.5662357452296,-39.2875974096835,15317622-1,2,10,6,4,1
514,Luci,Makepeace,lmakepeacee9@drupal.org,Female,-71.642851948622,-38.6270775613724,15289314-0,4,9,7,1,3
515,Aime,Hedley,ahedleyea@desdev.cn,Female,-71.5307005784508,-38.6698268444968,15245756-1,1,5,7,7,6
516,Raul,Shambroke,rshambrokeeb@dion.ne.jp,Male,-71.5998257387965,-38.6215798411431,15245217-9,6,2,5,9,2
517,Ave,Lisett,alisettec@about.com,Male,-73.0454246145641,-38.6781924563772,15206408-k,7,3,8,7,1
518,Dorothy,Conachy,dconachyed@example.com,Female,-72.9523777881856,-38.718831626789,15081662-9,1,5,5,9,1
519,Christabel,Lowden,clowdenee@webeden.co.uk,Female,-73.0875324060709,-38.829740584416,15026612-2,7,2,7,7,3
520,Charil,Campione,ccampioneef@google.nl,Female,-72.5607574170819,-38.811153362152,15000639-2,5,8,3,3,4
521,Brett,Keems,bkeemseg@youtube.com,Male,-72.6054453062668,-38.7741041711258,14973894-0,2,7,7,8,8
522,Kellina,Lawrance,klawranceeh@umn.edu,Female,-72.5977331542383,-38.7998484759543,14952487-8,7,6,3,6,2
523,Caralie,Humfrey,chumfreyei@seesaa.net,Female,-72.4416325797815,-38.4761595599881,14950276-9,4,1,9,6,3
524,Bambi,MacGillicuddy,bmacgillicuddyej@google.co.jp,Female,-72.44913682725,-38.4018993460006,14933148-4,1,1,6,8,8
525,Tamera,Lokier,tlokierek@prnewswire.com,Female,-72.3503428725946,-38.3861064741722,14917240-8,1,2,9,3,9
526,Kendal,Valti,kvaltiel@hubpages.com,Male,-72.8757271924763,-39.0367032538904,14916911-3,1,2,5,6,9
527,Stanfield,Sidry,ssidryem@lulu.com,Male,-72.7673502302348,-39.0664562707816,14910742-8,7,7,9,4,2
528,Rafaellle,Janton,rjantonen@google.pl,Male,-72.5006434139054,-39.1158342820088,14881759-6,8,10,6,8,4
529,Randolph,Pemberton,rpembertoneo@home.pl,Male,-71.9433512688668,-39.3091562512593,14880375-7,6,3,7,9,1
530,Annmaria,Fermin,aferminep@timesonline.co.uk,Female,-72.0482762030253,-39.254092121966,14839448-2,5,1,6,6,10
531,Justino,Aloshikin,jaloshikineq@i2i.jp,Male,-71.9732339329315,-39.3143112452567,14793975-2,4,8,9,7,6
532,Roth,Caple,rcapleer@dyndns.org,Male,-73.2762678460831,-38.912762804219,14742486-8,2,7,4,7,1
533,Eward,Hillan,ehillanes@theglobeandmail.com,Male,-73.2808842885538,-38.7031938338365,14737806-8,4,5,9,6,10
534,Samara,Biddell,sbiddellet@ask.com,Female,-73.2063094673882,-38.9384177967995,14701616-6,7,10,4,9,5
535,Rob,Jeckell,rjeckelleu@soundcloud.com,Male,-72.908952012953,-38.9719411160069,14701401-5,4,9,9,7,8
536,Isaac,Collough,icolloughev@imageshack.us,Male,-73.1446364652994,-38.9981152285498,14690686-9,9,1,7,4,4
537,Briny,Stot,bstotew@google.nl,Female,-72.9977293082741,-38.9695418794564,14682602-4,1,4,2,3,5
538,Guilbert,Aggas,gaggasex@statcounter.com,Male,-73.2010029611672,-39.2123157911419,14643242-5,8,6,2,10,3
539,Bethanne,Webben,bwebbeney@nature.com,Female,-73.1229956630482,-39.2384752770531,14629973-3,1,7,8,8,3
540,Nathanael,Torresi,ntorresiez@cornell.edu,Male,-73.1532121266069,-39.2972051590158,14611431-8,3,2,1,4,5
541,Benedikta,Drummer,bdrummerf0@prnewswire.com,Female,-71.9421126646188,-38.7022354911659,14588542-6,2,7,1,6,7
542,Cletis,Downe,cdownef1@privacy.gov.au,Male,-72.2341114151755,-38.5787430620079,14559535-5,1,1,2,9,1
543,Basilius,Gourley,bgourleyf2@360.cn,Male,-72.2952011270701,-38.6159181432841,14551781-8,5,8,3,1,9
544,Ediva,Leek,eleekf3@last.fm,Female,-72.2878660152896,-39.4901682229178,14549697-7,6,5,10,9,1
545,Benito,Gomersal,bgomersalf4@fda.gov,Male,-72.0651810401617,-39.2482665309202,14521769-5,10,1,9,8,4
546,Veronique,Mishow,vmishowf5@ovh.net,Female,-72.3141546311088,-39.4700460777861,14517476-7,5,6,10,9,4
547,Brett,Irnys,birnysf6@spotify.com,Male,-72.8088218796948,-38.6508130686739,14461120-9,9,6,2,6,6
548,Alexei,Dibner,adibnerf7@amazon.de,Male,-72.8998872708162,-38.5698608361422,14449219-6,6,7,8,6,10
549,Lena,Seviour,lseviourf8@intel.com,Female,-72.7661800042405,-38.5979273631366,14400443-4,10,6,8,3,5
550,Pyotr,Brummell,pbrummellf9@jigsy.com,Male,-72.5720813072765,-38.0198389630987,14399707-3,5,7,1,8,4
551,Anson,Waycot,awaycotfa@noaa.gov,Male,-72.7823359186751,-37.7472768602307,14369164-0,2,7,1,10,9
552,Francisca,Sandes,fsandesfb@guardian.co.uk,Female,-72.5596463619997,-37.9273702154493,14364721-8,4,8,1,10,2
553,Rania,Stoving,rstovingfc@fastcompany.com,Female,-71.9218458501927,-38.1269825306626,14326869-1,2,4,8,9,9
554,Percy,Grahlman,pgrahlmanfd@goo.ne.jp,Male,-72.3597081221571,-37.9109599379441,14320382-4,7,7,10,7,8
555,Matty,Loughton,mloughtonfe@senate.gov,Male,-72.189858240433,-38.0564924975665,14269590-1,2,3,9,10,4
556,Kitti,Dallemore,kdallemoreff@netvibes.com,Female,-71.492228698067,-38.4427303847309,14258985-0,9,3,6,4,3
557,Alain,McLarty,amclartyfg@icq.com,Male,-71.774215274604,-38.4659499232006,14256302-9,7,8,3,2,2
558,Weylin,Bouch,wbouchfh@gov.uk,Male,-71.9439040767847,-38.4438100448785,14222472-0,1,4,2,8,1
559,Fitz,Volk,fvolkfi@go.com,Male,-72.5700516262175,-38.0324525893541,14206418-9,4,2,8,8,6
560,Tomasine,Schowenburg,tschowenburgfj@tamu.edu,Female,-72.4251334958542,-37.9920075016452,14055214-3,6,4,2,7,8
561,Fredek,Penhale,fpenhalefk@uol.com.br,Male,-72.0808756482811,-38.1707775195045,14039738-5,3,4,1,3,4
562,Mickie,Cullnean,mcullneanfl@hhs.gov,Male,-71.2697071243745,-38.2577722633467,14032720-4,5,10,4,9,10
563,Aylmar,Roseburgh,aroseburghfm@exblog.jp,Male,-71.1574130062893,-38.4992119133514,14012554-7,8,3,9,2,2
564,Orelia,Beamand,obeamandfn@cornell.edu,Female,-70.9964914917913,-38.5418458326343,14010142-7,6,2,1,8,5
565,Allys,Lyman,alymanfo@intel.com,Female,-72.8522427326311,-37.9175243738447,14005906-4,4,7,6,3,4
566,Ingram,Jostan,ijostanfp@techcrunch.com,Male,-72.9138791155655,-38.0231777567085,13785330-2,10,9,1,9,2
567,Celina,Sowerby,csowerbyfq@salon.com,Female,-72.9466333689092,-37.9449574905679,13740568-7,2,1,1,10,8
568,Albrecht,Petyakov,apetyakovfr@narod.ru,Male,-73.2328463806674,-38.2884996935441,13722411-9,9,8,6,3,10
569,Skip,Wixey,swixeyfs@dailymail.co.uk,Male,-73.0711053326467,-38.4078521591655,13698759-3,7,6,2,6,8
570,Tabby,Guillon,tguillonft@plala.or.jp,Female,-73.0180323216564,-38.4024116141624,13697008-9,7,6,1,4,2
571,Jess,Eingerfield,jeingerfieldfu@msn.com,Male,-73.0646357688993,-38.0770186041941,13521033-1,5,1,10,3,5
572,Davidson,Irlam,dirlamfv@google.de,Male,-72.9153265803491,-38.0447449628253,13488868-7,3,9,8,7,5
573,Bondie,Longdon,blongdonfw@studiopress.com,Male,-72.9731331220749,-38.0051532107991,13480592-7,9,3,5,10,9
574,Jaclyn,Bess,jbessfx@google.pl,Female,-72.6998044077551,-37.6961567892918,13479432-1,10,5,6,1,8
575,Booth,Menzies,bmenziesfy@stumbleupon.com,Male,-72.5069687626568,-37.6570553719623,13477840-7,4,7,5,9,6
576,Gottfried,Toft,gtoftfz@ox.ac.uk,Male,-72.5083012898389,-37.6645411939493,13432795-2,8,8,5,2,7
577,Aloin,Risbridge,arisbridgeg0@google.es,Male,-72.6613719226322,-38.3449219480025,13429943-6,7,4,7,5,9
578,Guillemette,Emps,gempsg1@fotki.com,Female,-72.5406272337041,-38.1610999389311,13363741-9,9,2,4,10,4
579,Gavan,Halliday,ghallidayg2@gnu.org,Male,-72.8037237478902,-38.2301539050236,13287457-3,6,1,8,9,6
580,Karil,Castellanos,kcastellanosg3@china.com.cn,Female,-72.013683025737,-38.352165557864,13240130-6,10,3,4,1,7
581,Colby,Mantione,cmantioneg4@adobe.com,Male,-72.4167779027007,-38.3352476077288,13226610-7,7,6,4,4,6
582,Ofella,Klug,oklugg5@timesonline.co.uk,Female,-72.3083688990931,-38.1502949280926,13213135-k,1,10,3,5,10
583,Chloris,Chopin,cchoping6@merriam-webster.com,Female,-73.1704946231363,-41.4751331956629,13174153-7,5,8,8,5,1
584,Nicko,Kingsland,nkingslandg7@hatena.ne.jp,Male,-72.6426337796088,-41.4999416676002,13144518-0,2,3,4,7,4
585,Vernor,Storms,vstormsg8@taobao.com,Male,-72.7180353515099,-41.4192562585285,13124474-6,2,8,6,4,2
586,Clerc,Pachmann,cpachmanng9@gov.uk,Male,-73.1326651101138,-41.5954368733137,13062647-5,4,9,2,7,4
587,Brook,Cheyne,bcheynega@goo.ne.jp,Male,-73.1122604341687,-41.6904369907227,13008835-k,2,9,10,5,8
588,Marga,Beven,mbevengb@ucoz.ru,Female,-73.4691288856209,-41.7646172997633,12988490-8,9,7,4,9,1
589,Colman,Maton,cmatongc@slashdot.org,Male,-71.8853736030973,-41.5222629959212,12972950-3,2,6,9,3,8
590,Kim,Gelland,kgellandgd@desdev.cn,Male,-72.1571282181794,-41.5057252771164,12963488-k,4,4,8,1,8
591,Clio,De Blasio,cdeblasioge@mlb.com,Female,-72.0641023072622,-41.5181015597404,12954035-4,10,3,2,3,5
592,Amandie,Bibbie,abibbiegf@joomla.org,Female,-73.404724389292,-41.1708524035012,12916465-4,8,2,9,5,7
593,Demetri,Lile,dlilegg@phpbb.com,Male,-73.5771165255137,-41.0583522506707,12900464-9,10,5,6,5,2
594,Onfroi,Bjorkan,objorkangh@reference.com,Male,-73.5436250797703,-41.3049688924192,12883310-2,1,2,7,7,8
595,Erie,Backler,ebacklergi@theglobeandmail.com,Male,-72.8860260819067,-41.1390770831073,12827685-8,2,8,2,10,3
596,La verne,Sinney,lsinneygj@webmd.com,Female,-72.9501733490001,-41.0560919071992,12809463-6,10,8,3,10,7
597,Binny,Heeran,bheerangk@stumbleupon.com,Female,-73.13473070842,-41.1433709702415,12806268-8,1,7,1,2,4
598,Dorrie,Baccup,dbaccupgl@xinhuanet.com,Female,-73.3921898822758,-41.3327650018704,12806016-2,8,9,9,1,7
599,Oralie,Weinham,oweinhamgm@sakura.ne.jp,Female,-73.5860855866939,-41.420069722804,12800978-7,7,1,8,10,7
600,Olwen,Gossington,ogossingtongn@goodreads.com,Female,-73.7115241646013,-41.3939676631222,12795978-1,5,9,8,2,9
601,Correy,Brereton,cbreretongo@addtoany.com,Male,-73.2584606137999,-41.3085126785274,12795644-8,8,2,5,2,2
602,Betteann,MacTerrelly,bmacterrellygp@twitter.com,Female,-73.2900077195282,-41.1587379454421,12783920-4,6,6,6,1,7
603,Justis,Bastistini,jbastistinigq@lycos.com,Male,-73.0707620218482,-41.2419744257396,12776422-0,4,3,8,6,8
604,Gardiner,Brockie,gbrockiegr@statcounter.com,Male,-73.5823984243079,-41.7503203603434,12648477-1,8,9,1,9,10
605,Jeno,Studart,jstudartgs@newyorker.com,Male,-73.4292019110546,-41.6245238533404,12640640-1,8,8,2,2,5
606,Charmane,Kraft,ckraftgt@unesco.org,Female,-73.5764195400353,-41.7528833320152,12613287-5,8,9,10,8,2
607,Inga,Sickert,isickertgu@lulu.com,Female,-72.0804616330909,-41.3004113076975,12613085-6,4,8,5,1,4
608,Orrin,Shoulder,oshouldergv@comsenz.com,Male,-72.3785837891063,-41.4199264595898,12604421-6,10,4,2,3,8
609,Burlie,Hebbron,bhebbrongw@123-reg.co.uk,Male,-72.6481449520784,-41.1451418819701,12547042-4,8,5,8,7,3
610,Ag,Megany,ameganygx@yahoo.co.jp,Female,-73.8147437286182,-42.4931258265486,12525831-k,5,9,3,7,6
611,Zondra,Bonnyson,zbonnysongy@comsenz.com,Female,-73.9102936063485,-42.4620454281651,12498216-2,9,3,4,2,8
612,Sheppard,Dallison,sdallisongz@hao123.com,Male,-73.7445806729656,-42.5364728265226,12466854-9,1,7,1,1,3
613,Tamera,Meacher,tmeacherh0@desdev.cn,Female,-73.9961474696088,-42.1038769104679,12436243-1,8,8,9,7,1
614,Maribelle,Brooker,mbrookerh1@hexun.com,Female,-74.046953967117,-42.1463288467846,12431461-5,6,2,7,8,6
615,Jarad,Antcliff,jantcliffh2@ebay.com,Male,-73.7855714158657,-41.9190023974654,12417501-1,5,2,3,3,10
616,Hannis,Discombe,hdiscombeh3@freewebs.com,Female,-73.8188592232755,-42.8214702882508,12398462-5,4,6,4,4,3
617,Ham,Glen,hglenh4@yahoo.co.jp,Male,-73.9632086504357,-42.7406227552156,12378654-8,2,10,7,6,8
618,Ellyn,Baumler,ebaumlerh5@mac.com,Female,-73.7885691337287,-42.8793657566883,12313793-0,6,5,8,7,6
619,Howard,Skae,hskaeh6@icio.us,Male,-73.5559838104119,-42.4056299861907,12295836-1,2,3,2,6,3
620,Lynette,Demageard,ldemageardh7@va.gov,Female,-73.5780291195841,-42.4576044313806,12291577-8,9,9,8,8,4
621,Trix,Wythe,twytheh8@desdev.cn,Female,-73.5806478031684,-42.4354370178966,12230412-4,1,2,1,8,9
622,Izak,Ackerley,iackerleyh9@flickr.com,Male,-73.8257745923299,-42.3215612272855,12186038-4,5,8,7,5,10
623,Bern,Maiden,bmaidenha@wsj.com,Male,-73.9953914431455,-42.3396124617159,12152691-3,2,2,4,8,10
624,Deck,Few,dfewhb@phpbb.com,Male,-74.1095088634121,-42.387868363477,12152582-8,8,7,7,7,5
625,Olag,Standish,ostandishhc@reference.com,Male,-73.6443171037649,-42.6137178372905,12142709-5,2,6,10,2,4
626,Johanna,Jahns,jjahnshd@facebook.com,Female,-73.658623878614,-42.6067550607103,12134490-4,4,4,4,9,1
627,Jackie,Van der Son,jvandersonhe@amazonaws.com,Female,-73.5853851121254,-42.5981417983679,12070496-6,5,1,1,5,1
628,Llewellyn,Barti,lbartihf@flickr.com,Male,-73.5082456328187,-42.9403705604741,12047694-7,6,8,6,1,1
629,Rahel,Cavnor,rcavnorhg@meetup.com,Female,-73.5414984312962,-42.7798810807894,12040588-8,2,6,10,9,9
630,Jakob,Eynald,jeynaldhh@mediafire.com,Male,-73.6441288842827,-42.7676805212676,12023685-7,3,8,3,6,5
631,Yardley,Brice,ybricehi@flavors.me,Male,-73.6103511678155,-43.2451869956419,11969750-6,1,1,10,5,3
632,Kendal,Sedwick,ksedwickhj@nasa.gov,Male,-73.7634665787247,-43.0100813687074,11954072-0,1,2,7,5,1
633,Horatius,Eiler,heilerhk@nyu.edu,Male,-74.6796457268116,-43.5677336266421,11954052-6,5,6,10,2,5
634,Bud,Forte,bfortehl@virginia.edu,Male,-73.5185693626582,-42.16294296321,11935492-7,5,4,10,3,2
635,Nowell,Boodle,nboodlehm@php.net,Male,-73.4818192710364,-42.093805364354,11934783-1,4,6,7,10,5
636,Gabe,McRamsey,gmcramseyhn@toplist.cz,Male,-73.1066149515007,-42.2852295562632,11914998-3,8,4,7,7,4
637,Stefanie,Josephi,sjosephiho@flickr.com,Female,-73.4418820050914,-42.388725309126,11903758-1,6,9,6,7,3
638,Susy,McKinnell,smckinnellhp@redcross.org,Female,-73.5097660848285,-42.4720549248424,11893114-9,1,6,10,3,8
639,Willey,Tomicki,wtomickihq@guardian.co.uk,Male,-73.3560146409317,-42.4569155255764,11878328-k,9,3,7,2,8
640,Barbabas,Cheston,bchestonhr@geocities.jp,Male,-72.9627036332687,-40.6687986120634,11853384-4,3,6,9,5,1
641,Alfred,Gough,agoughhs@europa.eu,Male,-73.3264429616026,-40.5482357862644,11850237-k,10,3,6,9,5
642,Roarke,Kordes,rkordesht@businessweek.com,Male,-73.3232812210265,-40.5218263665228,11834873-7,3,4,6,10,2
643,Rog,Blades,rbladeshu@canalblog.com,Male,-72.958916179601,-40.7646476131891,11774142-7,6,1,10,6,4
644,Godiva,Carlile,gcarlilehv@scribd.com,Female,-72.9228803357227,-40.8184682036641,11764929-6,9,7,10,2,5
645,Robert,Dearan,rdearanhw@360.cn,Male,-72.5084940357755,-41.0107764526527,11743544-k,10,2,4,8,2
646,Wyn,Sperling,wsperlinghx@paypal.com,Male,-73.208659335479,-40.9270946658787,11668302-4,3,2,1,10,1
647,Stepha,Ramiro,sramirohy@mediafire.com,Female,-73.0340584977183,-40.8774373681735,11575781-4,3,1,2,3,1
648,Ivan,Jope,ijopehz@aboutads.info,Male,-73.5252016682796,-40.8732148294864,11574674-k,9,1,10,2,4
649,Waverly,Cancott,wcancotti0@irs.gov,Male,-72.6467164054243,-40.75352891078,11540075-4,7,7,7,8,4
650,Natalina,Mixer,nmixeri1@rediff.com,Female,-72.5009718349614,-40.7974682832436,11519218-3,9,1,4,7,4
651,Vaughn,Peer,vpeeri2@elegantthemes.com,Male,-72.0063832299798,-40.722691079437,11506788-5,10,3,8,9,10
652,Hobey,MacLaig,hmaclaigi3@chron.com,Male,-73.0672513436837,-40.7477863498057,11483710-5,10,9,7,2,4
653,Davidson,Baldung,dbaldungi4@de.vu,Male,-73.4139284562822,-40.7731435445243,11465395-0,9,3,8,2,6
654,Rozalie,Gennerich,rgennerichi5@cafepress.com,Female,-73.4642002242866,-40.8157742206526,11451841-7,1,7,10,8,5
655,Kellby,Chatainier,kchatainieri6@deviantart.com,Male,-73.6322633834242,-40.2892744286803,11444126-0,7,6,1,3,8
656,Guillermo,Aubery,gauberyi7@odnoklassniki.ru,Male,-73.5402610350514,-40.6457751921488,11399299-9,6,6,8,3,3
657,Maggie,Iacovelli,miacovellii8@fema.gov,Female,-73.6000010699005,-40.325011891117,11384499-k,4,9,5,6,3
658,Stephannie,Martini,smartinii9@howstuffworks.com,Female,-73.1242448203574,-40.3639709111246,11383443-9,9,9,3,6,9
659,Edwin,Loges,elogesia@boston.com,Male,-73.0613251386678,-40.4224769507003,11283220-3,1,9,5,7,4
660,Gian,Giacobelli,ggiacobelliib@ucsd.edu,Male,-73.1840446033891,-40.3817570432812,11269387-4,6,10,8,8,4
661,Kassey,Moncey,kmonceyic@illinois.edu,Female,-72.6158867059102,-42.8290565291157,11219443-6,6,2,1,6,3
662,Goober,Wharfe,gwharfeid@technorati.com,Male,-72.7350512378189,-43.1707048434191,11215084-6,6,4,10,2,10
663,Kamila,Passe,kpasseie@etsy.com,Female,-72.9140147652982,-43.6279114824158,11205962-8,7,3,5,3,5
